timestamp,company,title,level,Salary Level,totalyearlycompensation,location,State,yearsofexperience,yearsatcompany,tag,basesalary,stockgrantvalue,bonus,gender,otherdetails,cityid,dmaid,rowNumber,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Race,Education
5/27/21 0:18,amazon,Business Analyst,l4,1,77000,Seattle, WA,2,1,General,64000,3000,13000,Female,"Title: Business Analyst, Race: Asian, Academic Level: Master’s degree",11527,819,71262,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
3/7/21 11:58,Amazon,Business Analyst,4,1,80000,Seattle, WA,1,1,Finance,65000,11000,7000,NA,Title: Financial Analyst,11527,819,60435,0,0,0,0,0,0,0,0,0,0,NA,NA
10/2/20 12:38,Cisco,Business Analyst,Grade 4,1,65000,Raleigh, NC,1,1,DevOps,65000,0,2000,Female,"Race: Black or African American, Academic Level: Bachelor’s degree",1317,560,43661,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
1/2/21 18:00,Convoy,Business Analyst,L4,1,65000,Seattle, WA,10,2,Operations,65000,0,0,Female,"I was granted 3,000 options on hire; and then traded cash for equity (appx 1k more), Race: White, Academic Level: Bachelor’s degree",11527,819,52946,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
1/6/21 15:57,Logitech,Business Analyst,L1,1,70000,Newark, CA,4,1,Operation and Analytics,65000,0,5000,Female,NA,7328,807,53314,0,0,0,0,0,0,0,0,0,0,NA,NA
10/4/20 12:13,Northrop Grumman,Business Analyst,L1,1,65000,San Diego, CA,1,1,Production,65000,0,0,Male,"Race: White, Academic Level: Bachelor’s degree",7416,825,43842,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
9/29/20 7:17,Qualtrics,Business Analyst,L3,1,71000,Provo, UT,4,4,Data,65000,1000,5000,NA,NA,11321,770,43171,0,0,0,0,0,0,0,0,0,0,NA,NA
8/16/20 22:34,Uber,Business Analyst,L3,1,85000,Amsterdam, NH,5,5,Analytic,65000,10000,10000,Male,"Race: Asian, Academic Level: Bachelor’s degree",6580,0,36764,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
9/10/20 17:25,CBRE,Business Analyst,Lower,1,66000,Philadelphia, PA,3,1,Analytic,66000,0,5000,Male,"Race: Hispanic / Latino, Academic Level: Master’s degree",10646,504,40618,1,0,0,0,0,0,0,0,0,1,Hispanic,Master's Degree
2/25/21 18:59,Micron,Business Analyst,P3,1,81000,Boise, ID,1,1,Marketing,66000,10000,5000,NA,NA,8132,757,59177,0,0,0,0,0,0,0,0,0,0,NA,NA
10/13/20 18:06,Capgemini,Business Analyst,L1,1,68000,Chicago, IL,0,0,Tech Consulting,68000,0,0,NA,NA,8198,602,45032,0,0,0,0,0,0,0,0,0,0,NA,NA
12/25/20 23:05,JPMorgan Chase,Business Analyst,Associate,1,73000,Columbus, OH,2,2,Analytic,68000,0,5000,NA,Title: Associate,10278,535,52395,0,0,0,0,0,0,0,0,0,0,NA,NA
5/17/21 17:11,Oracle,Business Analyst,IC1,1,68000,Redwood City, CA,3,3,general,68000,0,0,Female,"Title: Business Analyst, Race: Asian, Academic Level: Bachelor’s degree",7392,807,70193,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
10/1/20 11:54,Amazon,Business Analyst,L4,1,92000,Seattle, WA,1,1,Supply Chain,69000,13000,10000,Female,"Race: Asian, Academic Level: Master’s degree",11527,819,43511,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
8/8/20 12:45,Amazon,Business Analyst,L4,1,90000,Seattle, WA,1,1,Analytic,69000,13000,10000,Female,"Race: Asian, Academic Level: Master’s degree",11527,819,35767,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
6/30/21 20:31,Johnson & Johnson,Business Analyst,23,1,73000,Titusville, NJ,1,0,General,69000,0,6000,NA,"Remote, Title: Gold Associate",39218,504,76225,0,0,0,0,0,0,0,0,0,0,NA,NA
9/22/20 10:40,Anaplan,Business Analyst,L1,1,70000,Minneapolis, MN,4,2,Data,70000,0,0,NA,NA,9194,613,42205,0,0,0,0,0,0,0,0,0,0,NA,NA
8/23/20 18:12,Cognizant,Business Analyst,L1,1,72000,Mason, OH,13,1,Product,70000,0,2000,Male,"Race: Asian, Academic Level: Bachelor’s degree",31508,515,37728,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
7/30/20 9:52,Danaher,Business Analyst,P2,1,73000,Indianapolis, IN,3,3,Supply chain,70000,0,3000,Male,"Race: White, Academic Level: Bachelor’s degree",8399,527,34733,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
10/16/20 16:04,Deloitte,Business Analyst,1,1,70000,Atlanta, GA,1,1,Operations,70000,0,2000,NA,NA,7839,524,45449,0,0,0,0,0,0,0,0,0,0,NA,NA
5/22/21 12:21,Genesys,Business Analyst,L1,1,74000,Raleigh, NC,2,1,Sales,70000,0,4000,Female,"Title: Business Analyst, Race: Asian, Academic Level: Bachelor’s degree",1317,560,70664,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
11/20/20 11:40,Google,Business Analyst,L3,1,117000,Amsterdam, NH,8,6,Analytic,70000,23000,24000,Male,"Title: Strategy & Ops Mngr, Race: White, Academic Level: Master’s degree",6580,0,49099,1,0,0,0,0,0,1,0,0,0,White,Master's Degree
4/12/21 18:53,JPMorgan Chase,Business Analyst,Analyst,1,70000,New York, NY,0,0,General,70000,0,0,Male,"Title: Chase Leadership Development Analyst, Race: White, Academic Level: Bachelor’s degree",10182,501,65370,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
7/27/20 21:39,Slalom,Business Analyst,L1,1,77000,Seattle, WA,3,1,Operations,70000,0,7000,NA,NA,11527,819,34462,0,0,0,0,0,0,0,0,0,0,NA,NA
3/6/21 18:44,Wayfair,Business Analyst,L1,1,82000,Boston, MA,0,0,Operations,70000,0,12000,Female,"Race: White, Academic Level: Bachelor’s degree",8816,506,60372,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
7/13/21 19:40,Wayfair,Business Analyst,L1,1,77000,Boston, MA,0,0,Marketing,70000,0,7000,Male,"Title: Business Analyst, Race: Asian, Academic Level: Bachelor’s degree",8816,506,78042,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
1/20/21 13:13,Wayfair,Business Analyst,L1,1,77000,Boston, MA,0,0,Growth,70000,0,7000,Male,"$5K Signing Bonus, Title: Business Analyst, Race: Asian, Academic Level: Bachelor’s degree",8816,506,54761,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
9/24/20 5:27,Google,Business Analyst,L2,1,93000,San Francisco, CA,0,0,Analyst,71000,11000,11000,NA,NA,7419,807,42522,0,0,0,0,0,0,0,0,0,0,NA,NA
5/22/21 0:29,Qualcomm,Business Analyst,L1,1,71000,San Diego, CA,3,1,General,71000,0,0,NA,Title: Project Analyst,7416,825,70622,0,0,0,0,0,0,0,0,0,0,NA,NA
11/11/20 5:00,Amazon,Business Analyst,L4,1,87000,Los Angeles, CA,5,1,Production Finance,72000,0,15000,Female,"Race: Black or African American, Academic Level: Bachelor’s degree",7275,803,48171,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
8/3/20 17:59,Amazon,Business Analyst,L5,1,80000,Seattle, WA,1,1,Operations,72000,2000,6000,NA,NA,11527,819,35179,0,0,0,0,0,0,0,0,0,0,NA,NA
9/19/18 14:52,Amazon,Business Analyst,L4,1,93000,Seattle, WA,7,2,Analytics,72000,12000,9000,NA,NA,11527,819,2147,0,0,0,0,0,0,0,0,0,0,NA,NA
2/23/21 19:22,American Express,Business Analyst,30,1,75000,New York, NY,2,0,General,72000,0,3000,Female,"Title: Senior Analyst, Race: Asian, Academic Level: Bachelor’s degree",10182,501,58874,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
8/3/20 17:58,Delta Air Lines,Business Analyst,Analyst 1,1,73000,Atlanta, GA,1,0,Data and Analytics,72000,0,1000,NA,Academic Level: Bachelor’s degree,7839,524,35178,0,1,0,0,0,0,0,0,0,0,NA,Bachelor's Degree
7/19/20 7:42,Fidelity Investments,Business Analyst,L2,1,82000,Boston, MA,2,2,Web Development (Front-End),72000,0,10000,NA,NA,8816,506,33516,0,0,0,0,0,0,0,0,0,0,NA,NA
9/9/20 15:16,Gap,Business Analyst,L3,1,72000,New York, NY,1,1,N/A,72000,0,0,Male,"Race: Asian, Academic Level: Bachelor’s degree",10182,501,40445,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
10/7/20 10:07,Amazon,Business Analyst,L4,1,85000,Seattle, WA,1,0,Operations,73000,7000,5000,NA,NA,11527,819,44220,0,0,0,0,0,0,0,0,0,0,NA,NA
1/25/21 18:40,Deloitte,Business Analyst,Analyst,1,74000,Washington, DC,0,0,Product,74000,0,0,Male,"Title: Analyst, Race: Black or African American, Academic Level: Master’s degree",40303,511,55387,1,0,0,0,0,0,0,0,1,0,Black,Master's Degree
8/10/21 22:33,JPMorgan Chase,Business Analyst,602,1,79000,San Antonio, TX,12,12,Analytics,74000,0,5000,Male,"Title: Business Operations Analyst Ii, Race: Hispanic / Latino, Academic Level: Some college coursework completed",11229,641,82713,0,0,0,0,1,0,0,0,0,1,Hispanic,Some College
3/3/21 21:03,Amazon,Business Analyst,L4,1,79000,Seattle, WA,3,3,SQL/ ETL/ Tableau,75000,4000,0,Female,"Title: Business Intelligence Analyst, Race: Asian, Academic Level: Bachelor’s degree",11527,819,59989,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
10/10/20 16:28,Amazon,Business Analyst,L4,1,95000,Seattle, WA,1,1,Production,75000,20000,0,NA,NA,11527,819,44663,0,0,0,0,0,0,0,0,0,0,NA,NA
3/15/21 14:26,Amazon,Business Analyst,L4,1,87000,Seattle, WA,1,0,General,75000,8000,4000,NA,Title: Controllership Analyst,11527,819,61621,0,0,0,0,0,0,0,0,0,0,NA,NA
7/30/21 18:17,Amazon,Business Analyst,L4,1,96000,Seattle, WA,0,0,General,75000,11000,10000,NA,Title: Business Analyst,11527,819,80726,0,0,0,0,0,0,0,0,0,0,NA,NA
8/11/20 23:17,Amazon,Business Analyst,L4,1,90000,Seattle, WA,0,0,Analytic,75000,15000,0,NA,NA,11527,819,36163,0,0,0,0,0,0,0,0,0,0,NA,NA
11/12/20 20:26,Amazon,Business Analyst,L4,1,85000,Seattle, WA,1,0,Analytic,75000,5000,5000,NA,Title: Business Analyst,11527,819,48374,0,0,0,0,0,0,0,0,0,0,NA,NA
4/29/21 9:43,American Express,Business Analyst,B30,1,95000,Phoenix, AZ,2,0,General,75000,0,20000,NA,Title: Senior Analyst,7042,753,67867,0,0,0,0,0,0,0,0,0,0,NA,NA
10/14/20 13:28,Blue Yonder,Business Analyst,L2,1,79000,Waukesha, WI,6,3,Mobile (iOS + Android),75000,0,5000,NA,NA,11628,617,45139,0,0,0,0,0,0,0,0,0,0,NA,NA
7/13/21 6:49,EPAM Systems,Business Analyst,L1,1,78000,Pennsylvania Furnace, PA,0,0,Business Consulting,75000,0,3000,Other,"Remote, Title: Business Analyst",34757,574,77916,0,0,0,0,0,0,0,0,0,0,NA,NA
9/2/20 11:26,Excella,Business Analyst,Consultant,1,78000,Arlington, VA,3,3,Production,75000,0,3000,Female,"Race: White, Academic Level: Bachelor’s degree",11342,511,39205,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
2/2/21 6:14,Ford Motor,Business Analyst,GSR 5,1,79000,Dearborn, MI,1,1,Purchasing,75000,0,4000,Female,"Title: Business Analyst, Race: Black or African American, Academic Level: Bachelor’s degree",9050,505,56246,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
12/21/20 17:35,Ford Motor,Business Analyst,GSR6,1,79000,Dearborn, MI,2,1,Operations,75000,0,4000,Female,"Race: Two or More Races, Academic Level: Bachelor’s degree",9050,505,52035,0,1,0,0,0,0,0,1,0,0,Two Or More,Bachelor's Degree
8/15/20 14:53,Johnson & Johnson,Business Analyst,1,1,81000,New Brunswick, NJ,0,0,Analytic,75000,0,6000,NA,NA,9942,501,36629,0,0,0,0,0,0,0,0,0,0,NA,NA
9/9/20 16:14,Juniper Square,Business Analyst,Associate,1,75000,San Francisco, CA,0,0,Operations,75000,0,5000,NA,NA,7419,807,40455,0,0,0,0,0,0,0,0,0,0,NA,NA
5/29/21 20:09,NXP Semiconductors,Business Analyst,Level 1,1,75000,Austin, TX,2,1,General,75000,0,0,Female,"Title: Business Intelligence Analyst, Race: Asian, Academic Level: Master’s degree",10965,635,71643,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
9/9/20 22:01,Staples,Business Analyst,35,1,75000,Boston, MA,0,0,Operations,75000,0,2000,NA,NA,8816,506,40497,0,0,0,0,0,0,0,0,0,0,NA,NA
5/6/21 19:43,Tempus,Business Analyst,Associate,1,80000,New York, NY,1,1,Marketing,75000,0,5000,NA,Title: Business Analyst,10182,501,68791,0,0,0,0,0,0,0,0,0,0,NA,NA
2/9/21 22:16,Thermo Fisher Scientific,Business Analyst,Band 6,1,81000,Carlsbad, CA,3,1,HR,75000,0,6000,Female,"Race: Asian, Academic Level: Bachelor’s degree",7126,825,57106,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
3/22/21 16:40,Uber,Business Analyst,L3,1,88000,Amsterdam, NH,4,4,Operations,75000,3000,10000,Male,"Title: Strategy & Planning, Race: Asian, Academic Level: Bachelor’s degree",6580,0,62450,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
8/26/20 14:09,Visa,Business Analyst,L3,1,90000,Austin, TX,0,0,Other,75000,3000,12000,NA,NA,10965,635,38182,0,0,0,0,0,0,0,0,0,0,NA,NA
6/29/21 18:07,Amazon,Business Analyst,L4,1,93000,Seattle, WA,2,2,General,76000,10000,7000,Female,"Title: Business Analyst, Race: Asian, Academic Level: Master’s degree",11527,819,75962,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
11/29/20 15:38,Applied Materials,Business Analyst,B2,1,81000,Hillsboro, OR,4,2,Analytic,76000,0,5000,Female,"Title: Sales Operations, Race: Asian, Academic Level: Master’s degree",10500,820,49828,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
5/13/20 16:31,Uber,Business Analyst,L3,1,101000,Chicago, IL,1,1,Ops,77000,15000,9000,Male,Masters,8198,602,28534,1,0,0,0,0,0,0,0,0,0,NA,Master's Degree
7/1/21 14:07,Wayfair,Business Analyst,L2,1,89000,Boston, MA,3,3,Operations,77000,5000,8000,Female,"Title: Operations Analyst, Race: Black or African American, Academic Level: Bachelor’s degree",8816,506,76377,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
10/12/20 20:51,Accenture,Business Analyst,11,1,90000,Detroit, MI,1,1,iOS,78000,8000,3000,Male,"Race: Black or African American, Academic Level: Bachelor’s degree",9052,505,44924,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
11/29/20 13:00,Deloitte,Business Analyst,entry level,1,88000,Sacramento, CA,1,1,Product,78000,0,10000,Male,"Title: Analyst, Academic Level: Bachelor’s degree",7408,862,49820,0,1,0,0,0,0,0,0,0,0,NA,Bachelor's Degree
4/23/21 2:00,Deloitte,Business Analyst,Analyst,1,88000,Sacramento, CA,0,0,General,78000,0,10000,NA,"Title: Gps Bta, Academic Level: Bachelor’s degree",7408,862,67038,0,1,0,0,0,0,0,0,0,0,NA,Bachelor's Degree
5/24/21 17:20,Deloitte,Business Analyst,Analyst,1,90000,Arlington, VA,0,0,General,78000,0,10000,Male,"Remote, Title: Bta, Race: White, Academic Level: Bachelor’s degree",11342,511,70944,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
10/2/20 10:39,Deloitte Consulting,Business Analyst,Analyst,1,78000,Washington, DC,1,1,Analytic,78000,0,0,NA,Academic Level: Bachelor’s degree,40303,511,43640,0,1,0,0,0,0,0,0,0,0,NA,Bachelor's Degree
11/30/20 11:27,Ernst and Young,Business Analyst,Consultant,1,83000,San Jose, CA,1,0,Analytic,78000,0,5000,Female,"Title: Technical Consultant, Race: Asian, Academic Level: Master’s degree",7422,807,49903,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
3/31/21 18:51,Freddie Mac,Business Analyst,L2,1,81000,Fairfax, VA,5,3,General,78000,0,3000,Male,"Title: Operations Associate, Race: Black or African American, Academic Level: Bachelor’s degree",11369,511,63665,0,1,0,0,0,0,0,0,1,0,Black,Bachelor's Degree
10/4/20 19:07,JPMorgan,Business Analyst,Analyst,1,78000,New York, NY,1,0,Finance,78000,0,0,NA,NA,10182,501,43879,0,0,0,0,0,0,0,0,0,0,NA,NA
8/11/20 14:49,JPMorgan Chase,Business Analyst,1,1,78000,Jersey City, NJ,1,1,Operations,78000,0,0,NA,NA,9920,501,36103,0,0,0,0,0,0,0,0,0,0,NA,NA
4/20/20 13:09,PayPal,Business Analyst,L3,1,96000,Chicago, IL,2,2,Finance,78000,10000,8000,NA,Masters,8198,602,26998,1,0,0,0,0,0,0,0,0,0,NA,Master's Degree
4/5/21 19:30,Wayfair,Business Analyst,L2,1,92000,Boston, MA,1,1,Algorithms,78000,6000,8000,Male,"Title: Senior Analyst, Race: Asian, Academic Level: Bachelor’s degree",8816,506,64311,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
7/24/20 19:26,Buzzfeed,Business Analyst,4,1,79000,Los Angeles, CA,2,2,iOS,79000,0,0,NA,NA,7275,803,34148,0,0,0,0,0,0,0,0,0,0,NA,NA
4/3/21 13:04,Cisco,Business Analyst,4,1,86000,San Francisco, CA,0,0,Operations,79000,0,7000,Female,"Title: Business Analyst, Race: Asian, Academic Level: Bachelor’s degree",7419,807,64034,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
4/3/21 16:50,Cisco,Business Analyst,4,1,86000,San Jose, CA,1,1,General,79000,0,7000,Female,"Title: Business Operation Analyst, Race: Asian, Academic Level: Bachelor’s degree",7422,807,64051,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
5/9/21 15:14,Fidelity Investments,Business Analyst,l4,1,90000,Boston, MA,2,2,Data analyst,79000,0,11000,NA,Title: Data Analyst,8816,506,69107,0,0,0,0,0,0,0,0,0,0,NA,NA
10/12/20 3:04,Amazon,Business Analyst,L4,1,120000,Seattle, WA,0,0,Operations,80000,4000,36000,Male,"Title: Business Analyst, Race: Asian, Academic Level: Master’s degree",11527,819,44794,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
4/22/21 8:53,Amazon,Business Analyst,L4,1,90000,Seattle, WA,3,0,General,80000,0,10000,Female,"Title: Business Analyst, Race: Asian, Academic Level: Master’s degree",11527,819,66877,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
10/20/20 14:55,Amazon,Business Analyst,L5,1,120000,Seattle, WA,5,0,Data,80000,20000,20000,NA,Remote,11527,819,45909,0,0,0,0,0,0,0,0,0,0,NA,NA
4/9/21 10:07,Amazon,Business Analyst,L4,1,93000,Seattle, WA,3,2,BI,80000,8000,5000,NA,Title: Business Analyst,11527,819,64911,0,0,0,0,0,0,0,0,0,0,NA,NA
3/24/21 22:42,Capital One,Business Analyst,Business Analyst,1,80000,Chicago, IL,1,1,Credit,80000,0,0,Male,Title: Business Analyst,8198,602,62792,0,0,0,0,0,0,0,0,0,0,NA,NA
11/15/20 14:37,Capital One,Business Analyst,Associate,1,88000,Plano, TX,0,0,Analytic,80000,3000,5000,NA,NA,11204,623,48592,0,0,0,0,0,0,0,0,0,0,NA,NA
8/21/20 12:10,CBRE,Business Analyst,L1,1,80000,San Jose, CA,10,3,Operations,80000,0,0,Male,"Remote, Race: Asian, Academic Level: Some college coursework completed",7422,807,37485,0,0,0,0,1,1,0,0,0,0,Asian,Some College
7/30/20 15:31,Cisco,Business Analyst,Grade 4,1,87000,San Jose, CA,0,0,Networking,80000,0,7000,Female,"Race: Asian, Academic Level: Bachelor’s degree",7422,807,34768,0,1,0,0,0,1,0,0,0,0,Asian,Bachelor's Degree
8/31/20 11:10,Cisco,Business Analyst,Grade 4,1,85000,San Jose, CA,0,0,Networking,80000,0,5000,NA,NA,7422,807,38890,0,0,0,0,0,0,0,0,0,0,NA,NA
8/29/20 11:47,Cisco,Business Analyst,Grade 4,1,80000,San Jose, CA,1,0,Analytics,80000,0,0,NA,NA,7422,807,38645,0,0,0,0,0,0,0,0,0,0,NA,NA
10/27/20 19:40,CVS Health,Business Analyst,110,1,96000,Irving, TX,20,9,Analytic,80000,4000,12000,Female,"Remote, Race: White, Academic Level: Bachelor’s degree",11115,623,46760,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
8/11/21 18:33,Deloitte,Business Analyst,Analyst,1,95000,Philadelphia, PA,1,1,Security,80000,0,15000,Male,"Remote, Title: Solutions Engineer, Race: White, Academic Level: Bachelor’s degree",10646,504,82883,0,1,0,0,0,0,1,0,0,0,White,Bachelor's Degree
9/19/20 12:03,Deloitte,Business Analyst,1,1,82000,Washington, DC,3,1,Production,80000,0,2000,NA,NA,40303,511,41793,0,0,0,0,0,0,0,0,0,0,NA,NA
10/9/20 14:31,Discover,Business Analyst,L8,1,84000,Deerfield, IL,3,3,Analytic,80000,0,4000,NA,Title: Data Analyst,8208,602,44560,0,0,0,0,0,0,0,0,0,0,NA,NA
1/26/21 12:35,Goldman Sachs,Business Analyst,Analyst,1,97000,Dallas, TX,1,1,Analytic,80000,0,17000,Male,"Title: Analyst, Race: Black or African American, Academic Level: Master’s degree",11039,623,55483,1,0,0,0,0,0,0,0,1,0,Black,Master's Degree
4/2/21 22:12,goPuff,Business Analyst,data analyst,1,92000,Philadelphia, PA,3,3,data analyst,80000,4000,8000,Male,"Title: Data Analyst, Race: White, Academic Level: Master’s degree",10646,504,63983,1,0,0,0,0,0,1,0,0,0,White,Master's Degree
7/11/21 5:32,JPMorgan Chase,Business Analyst,Associate,1,85000,Wilmington, DE,3,1,General,80000,0,0,Female,"Title: Associate - Fraud Risk, Race: Asian, Academic Level: Master’s degree",7667,504,77626,1,0,0,0,0,1,0,0,0,0,Asian,Master's Degree
